fecha,tasa,precios
09-11-2018,2.6143790849673225,18.84
12-11-2018,1.6338028169014036,18.04
13-11-2018,-2.911534154535272,17.34
14-11-2018,-6.804572672836145,17.12
15-11-2018,-9.572742022714978,16.72
16-11-2018,-10.116525423728815,16.97
20-11-2018,-8.622559652928416,16.85
21-11-2018,-10.509554140127392,16.86
22-11-2018,-5.764966740576492,17.0
23-11-2018,-2.8258362168396682,16.85
26-11-2018,-0.7593457943925382,16.99
27-11-2018,4.186602870813414,17.42
28-11-2018,5.6570418385386025,17.93
29-11-2018,8.783382789317487,18.33
